Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
2475,0x351200,97,Shift_JIS,オープンボタンを押してディスクドアを開き、\n「ディスク１」と「ディスク２」を入れ替えて\nください。,"""\x83I\x81[\x83v\x83\x93\x83{\x83^\x83\x93\x82\xF0\x89\x9F\x82\xB5\x82\xC4\x83f\x83B\x83X\x83N\x83h\x83A\x82\xF0\x8AJ\x82\xAB\x81A\n\x81u\x83f\x83B\x83X\x83N\x82P\x81v\x82\xC6\x81u\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xF0\x93\xFC\x82\xEA\x91\xD6\x82\xA6\x82\xC4\n\x82\xAD\x82\xBE\x82\xB3\x82\xA2\x81B"""
2476,0x351264,113,Shift_JIS,これは「ディスク２」ではありません。\nオープンボタンを押してディスクドアを開き、\n「ディスク２」を入れてください。,"""\x82\xB1\x82\xEA\x82\xCD\x81u\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xC5\x82\xCD\x82\xA0\x82\xE8\x82\xDC\x82\xB9\x82\xF1\x81B\n\x83I\x81[\x83v\x83\x93\x83{\x83^\x83\x93\x82\xF0\x89\x9F\x82\xB5\x82\xC4\x83f\x83B\x83X\x83N\x83h\x83A\x82\xF0\x8AJ\x82\xAB\x81A\n\x81u\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xF0\x93\xFC\x82\xEA\x82\xC4\x82\xAD\x82\xBE\x82\xB3\x82\xA2\x81B"""
2477,0x3512d8,54,Shift_JIS,「ディスク２」を入れて、\nディスクドアを閉じて下さい。,"""\x81u\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xF0\x93\xFC\x82\xEA\x82\xC4\x81A\n\x83f\x83B\x83X\x83N\x83h\x83A\x82\xF0\x95\xC2\x82\xB6\x82\xC4\x89\xBA\x82\xB3\x82\xA2\x81B"""
2478,0x351310,31,Shift_JIS,ディスクをチェックしています。,"""\x83f\x83B\x83X\x83N\x82\xF0\x83`\x83F\x83b\x83N\x82\xB5\x82\xC4\x82\xA2\x82\xDC\x82\xB7\x81B"""
2479,0x351330,150,Shift_JIS,ディスクが入っていません。\nオープンボタンを押してディスクドアを開き、\n「エターナルアルカディア　ディスク２」を入れて、\nゲームをスタートしてください。,"""\x83f\x83B\x83X\x83N\x82\xAA\x93\xFC\x82\xC1\x82\xC4\x82\xA2\x82\xDC\x82\xB9\x82\xF1\x81B\n\x83I\x81[\x83v\x83\x93\x83{\x83^\x83\x93\x82\xF0\x89\x9F\x82\xB5\x82\xC4\x83f\x83B\x83X\x83N\x83h\x83A\x82\xF0\x8AJ\x82\xAB\x81A\n\x81u\x83G\x83^\x81[\x83i\x83\x8B\x83A\x83\x8B\x83J\x83f\x83B\x83A\x81@\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xF0\x93\xFC\x82\xEA\x82\xC4\x81A\n\x83Q\x81[\x83\x80\x82\xF0\x83X\x83^\x81[\x83g\x82\xB5\x82\xC4\x82\xAD\x82\xBE\x82\xB3\x82\xA2\x81B"""
2480,0x3513c8,178,Shift_JIS,このディスクはエターナルアルカディア用ではありま\nせん。オープンボタンを押してディスクドアを開き、\n「エターナルアルカディア　ディスク２」を入れて、\nゲームをスタートしてください。,"""\x82\xB1\x82\xCC\x83f\x83B\x83X\x83N\x82\xCD\x83G\x83^\x81[\x83i\x83\x8B\x83A\x83\x8B\x83J\x83f\x83B\x83A\x97p\x82\xC5\x82\xCD\x82\xA0\x82\xE8\x82\xDC\n\x82\xB9\x82\xF1\x81B\x83I\x81[\x83v\x83\x93\x83{\x83^\x83\x93\x82\xF0\x89\x9F\x82\xB5\x82\xC4\x83f\x83B\x83X\x83N\x83h\x83A\x82\xF0\x8AJ\x82\xAB\x81A\n\x81u\x83G\x83^\x81[\x83i\x83\x8B\x83A\x83\x8B\x83J\x83f\x83B\x83A\x81@\x83f\x83B\x83X\x83N\x82Q\x81v\x82\xF0\x93\xFC\x82\xEA\x82\xC4\x81A\n\x83Q\x81[\x83\x80\x82\xF0\x83X\x83^\x81[\x83g\x82\xB5\x82\xC4\x82\xAD\x82\xBE\x82\xB3\x82\xA2\x81B"""
2481,0x35179c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾊﾞﾙｱ戦艦砲室小部屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xCA\xDE\xD9\xB1\x90\xED\x8A\xCD\x96C\x8E\xBA\x8F\xAC\x95\x94\x89\xAE"""
2482,0x3517c0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   空賊島　地上の村,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x8B\xF3\x91\xAF\x93\x87\x81@\x92n\x8F\xE3\x82\xCC\x91\xBA"""
2483,0x3517e4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     空賊島　地下港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x8B\xF3\x91\xAF\x93\x87\x81@\x92n\x89\xBA\x8D`"""
2484,0x351808,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   神殿島　上陸地点,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x90_\x93a\x93\x87\x81@\x8F\xE3\x97\xA4\x92n\x93_"""
2485,0x35182c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   神殿島　外周回廊,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x90_\x93a\x93\x87\x81@\x8AO\x8E\xFC\x89\xF1\x98L"""
2486,0x351850,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     船乗り島　宿屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x91D\x8F\xE6\x82\xE8\x93\x87\x81@\x8Fh\x89\xAE"""
2487,0x351874,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ｶﾞﾙｶﾞﾝﾁｭｱ 要塞大門,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xB6\xDE\xD9\xB6\xDE\xDD\xC1\xAD\xB1 \x97v\x8D\xC7\x91\xE5\x96\xE5"""
2488,0x351898,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ｶﾞﾙｶﾞﾝﾁｭｱ 要塞内部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xB6\xDE\xD9\xB6\xDE\xDD\xC1\xAD\xB1 \x97v\x8D\xC7\x93\xE0\x95\x94"""
2489,0x3518bc,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾊﾞﾙｱ下級都市　宿屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xCA\xDE\xD9\xB1\x89\xBA\x8B\x89\x93s\x8Es\x81@\x8Fh\x89\xAE"""
2490,0x3518e0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   カタコンベ　内部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83J\x83^\x83R\x83\x93\x83x\x81@\x93\xE0\x95\x94"""
2491,0x351904,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾊﾞﾙｱ上級都市　広場,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xCA\xDE\xD9\xB1\x8F\xE3\x8B\x89\x93s\x8Es\x81@\x8DL\x8F\xEA"""
2492,0x351928,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     マランバ　宿屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83}\x83\x89\x83\x93\x83o\x81@\x8Fh\x89\xAE"""
2493,0x35194c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ﾋﾟｭﾗﾐｽ神殿　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \xCB\xDF\xAD\xD7\xD0\xBD\x90_\x93a\x81@\x93\xFC\x8C\xFB"""
2494,0x351970,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾋﾟｭﾗﾐｽ神殿　溶岩道,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xCB\xDF\xAD\xD7\xD0\xBD\x90_\x93a\x81@\x97n\x8A\xE2\x93\xB9"""
2495,0x351994,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ホルテカ　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83z\x83\x8B\x83e\x83J\x81@\x93\xFC\x8C\xFB"""
2496,0x3519b8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ホルテカ　長老の家,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83z\x83\x8B\x83e\x83J\x81@\x92\xB7\x98V\x82\xCC\x89\xC6"""
2497,0x3519dc,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   月煌石鉱山　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x8C\x8E\xE0\x8A\x90\xCE\x8Dz\x8ER\x81@\x93\xFC\x8C\xFB"""
2498,0x351a00,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   月煌石鉱山　坑道,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x8C\x8E\xE0\x8A\x90\xCE\x8Dz\x8ER\x81@\x8DB\x93\xB9"""
2499,0x351a24,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       ドラド　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x83h\x83\x89\x83h\x81@\x93\xFC\x8C\xFB"""
2500,0x351a48,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ドラド　神殿前,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83h\x83\x89\x83h\x81@\x90_\x93a\x91O"""
2501,0x351a6c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ             無人島,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1             \x96\xB3\x90l\x93\x87"""
2502,0x351a90,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ナスラード　宿屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83i\x83X\x83\x89\x81[\x83h\x81@\x8Fh\x89\xAE"""
2503,0x351ab4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         宝島　内部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x95\xF3\x93\x87\x81@\x93\xE0\x95\x94"""
2504,0x351ad8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ エスペランザ　宿屋,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83G\x83X\x83y\x83\x89\x83\x93\x83U\x81@\x8Fh\x89\xAE"""
2505,0x351afc,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ サルガッソー　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83T\x83\x8B\x83K\x83b\x83\\\x81[\x81@\x93\xFC\x8C\xFB"""
2506,0x351b20,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ サルガッソー　内部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83T\x83\x8B\x83K\x83b\x83\\\x81[\x81@\x93\xE0\x95\x94"""
2507,0x351b44,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ヤフトマー　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83\x84\x83t\x83g\x83}\x81[\x81@\x8D`"""
2508,0x351b68,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ヤフトマー　水閣,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83\x84\x83t\x83g\x83}\x81[\x81@\x90\x85\x8At"""
2509,0x351b8c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     フガク　大空洞,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83t\x83K\x83N\x81@\x91\xE5\x8B\xF3\x93\xB4"""
2510,0x351bb0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ             流刑島,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1             \x97\xAC\x8CY\x93\x87"""
2511,0x351bd4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       テンコウの島,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x83e\x83\x93\x83R\x83E\x82\xCC\x93\x87"""
2512,0x351bf8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       三日月島　街,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x8EO\x93\xFA\x8C\x8E\x93\x87\x81@\x8AX"""
2513,0x351c1c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       三日月島　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x8EO\x93\xFA\x8C\x8E\x93\x87\x81@\x8D`"""
2514,0x351c40,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     グラシア　内部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83O\x83\x89\x83V\x83A\x81@\x93\xE0\x95\x94"""
2515,0x351c64,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ タルタスの穴　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83^\x83\x8B\x83^\x83X\x82\xCC\x8C\x8A\x81@\x93\xFC\x8C\xFB"""
2516,0x351c88,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾀﾞﾝｸﾞﾗｰﾙ基地通気口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xC0\xDE\xDD\xB8\xDE\xD7\xB0\xD9\x8A\xEE\x92n\x92\xCA\x8BC\x8C\xFB"""
2517,0x351cac,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         大渦巻上空,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x91\xE5\x89Q\x8A\xAA\x8F\xE3\x8B\xF3"""
2518,0x351cd0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         銀の大神殿,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x8B\xE2\x82\xCC\x91\xE5\x90_\x93a"""
2519,0x351cf4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ｶﾞﾙｼｱﾝ艦 ｴﾝｼﾞﾝ部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \xB6\xDE\xD9\xBC\xB1\xDD\x8A\xCD \xB4\xDD\xBC\xDE\xDD\x95\x94"""
2520,0x351d18,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ アトランティア大陸,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83A\x83g\x83\x89\x83\x93\x83e\x83B\x83A\x91\xE5\x97\xA4"""
2521,0x351d3c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       フガク　入口,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x83t\x83K\x83N\x81@\x93\xFC\x8C\xFB"""
2522,0x351d60,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ﾀﾞﾝｸﾞﾗｰﾙ基地雲海下,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xC0\xDE\xDD\xB8\xDE\xD7\xB0\xD9\x8A\xEE\x92n\x89_\x8AC\x89\xBA"""
2523,0x351d84,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ｶﾞﾙｼｱﾝ艦　侵入地点,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xB6\xDE\xD9\xBC\xB1\xDD\x8A\xCD\x81@\x90N\x93\xFC\x92n\x93_"""
2524,0x351da8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ﾊﾞﾙｱ下級都市　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \xCA\xDE\xD9\xB1\x89\xBA\x8B\x89\x93s\x8Es\x81@\x8D`"""
2525,0x351dcc,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       マランバ　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x83}\x83\x89\x83\x93\x83o\x81@\x8D`"""
2526,0x351df0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   エスペランザ　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83G\x83X\x83y\x83\x89\x83\x93\x83U\x81@\x8D`"""
2527,0x351e14,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ナスラード　港,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83i\x83X\x83\x89\x81[\x83h\x81@\x8D`"""
2528,0x351e38,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ タルタスの穴最深部,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83^\x83\x8B\x83^\x83X\x82\xCC\x8C\x8A\x8D\xC5\x90[\x95\x94"""
2529,0x351e5c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ ｶﾞﾙｶﾞﾝﾁｭｱ 要塞牢獄,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \xB6\xDE\xD9\xB6\xDE\xDD\xC1\xAD\xB1 \x97v\x8D\xC7\x98S\x8D\x96"""
2530,0x351e80,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５０,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82O"""
2531,0x351ea4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５１,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82P"""
2532,0x351ec8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５２,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82Q"""
2533,0x351eec,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５３,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82R"""
2534,0x351f10,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５４,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82S"""
2535,0x351f34,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５５,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82T"""
2536,0x351f58,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５６,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82U"""
2537,0x351f7c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５７,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82V"""
2538,0x351fa0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         ダミー５８,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83_\x83~\x81[\x82T\x82W"""
2539,0x351fc4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ディスク１終了,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83f\x83B\x83X\x83N\x82P\x8FI\x97\xB9"""
2540,0x351fe8,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ         オーシャン,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1         \x83I\x81[\x83V\x83\x83\x83\x93"""
2541,0x35200c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   サウスオーシャン,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83T\x83E\x83X\x83I\x81[\x83V\x83\x83\x83\x93"""
2542,0x352030,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ   ノースオーシャン,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1   \x83m\x81[\x83X\x83I\x81[\x83V\x83\x83\x83\x93"""
2543,0x352054,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     バルア帝国空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83o\x83\x8B\x83A\x92\xE9\x8D\x91\x8B\xF3\x88\xE6"""
2544,0x352078,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ナスル王国空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83i\x83X\x83\x8B\x89\xA4\x8D\x91\x8B\xF3\x88\xE6"""
2545,0x35209c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ モンテスマ王国空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1 \x83\x82\x83\x93\x83e\x83X\x83}\x89\xA4\x8D\x91\x8B\xF3\x88\xE6"""
2546,0x3520c0,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       氷の大陸空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x95X\x82\xCC\x91\xE5\x97\xA4\x8B\xF3\x88\xE6"""
2547,0x3520e4,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ    ｱﾄﾗﾝﾃｨｱ大陸空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1    \xB1\xC4\xD7\xDD\xC3\xA8\xB1\x91\xE5\x97\xA4\x8B\xF3\x88\xE6"""
2548,0x352108,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ     ヤフトマー空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1     \x83\x84\x83t\x83g\x83}\x81[\x8B\xF3\x88\xE6"""
2549,0x35212c,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ           魔の空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1           \x96\x82\x82\xCC\x8B\xF3\x88\xE6"""
2550,0x352150,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ             喜望峰,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1             \x8A\xEC\x96]\x95\xF4"""
2551,0x352174,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       南ダネル空峡,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x93\xEC\x83_\x83l\x83\x8B\x8B\xF3\x8B\xAC"""
2552,0x352198,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ       北ダネル空峡,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1       \x96k\x83_\x83l\x83\x8B\x8B\xF3\x8B\xAC"""
2553,0x3521bc,33,Shift_JIS,ｴﾀｰﾅﾙ ｱﾙｶﾃﾞｨｱ           辺境空域,"""\xB4\xC0\xB0\xC5\xD9 \xB1\xD9\xB6\xC3\xDE\xA8\xB1           \x95\xD3\x8B\xAB\x8B\xF3\x88\xE6"""
2554,0x3521e0,21,Shift_JIS,バルア戦艦砲室小部屋,"""\x83o\x83\x8B\x83A\x90\xED\x8A\xCD\x96C\x8E\xBA\x8F\xAC\x95\x94\x89\xAE"""
2555,0x3521f8,17,Shift_JIS,空賊島　地上の村,"""\x8B\xF3\x91\xAF\x93\x87\x81@\x92n\x8F\xE3\x82\xCC\x91\xBA"""
